state,type_id,c,cr
delegated,AnnouncementOfDeath,11,2023-10
done,AnnouncementOfDeath,69,2023-10
done,DrivingLicense,639,2023-10
done,DrivingLicenseDuplicate,67,2023-10
done,Estate,28,2023-10
done,FinancialStatementsInao,8,2023-10
done,GeneralPetitionService,8,2023-10
done,MarriageConditions,214,2023-10
done,OperatingLicense,47,2023-10
done,Passport,831,2023-10
done,PSign,105,2023-10
DONE,DrivingSchoolConfirmation,258,2023-10
draft,AccidentNotification,50,2023-10
draft,AnnouncementOfDeath,3,2023-10
draft,AnonymityInVehicleRegistry,930,2023-10
draft,ChangeCoOwnerOfVehicle,690,2023-10
draft,ChangeOperatorOfVehicle,1288,2023-10
draft,ChildrenResidenceChange,1,2023-10
draft,ComplaintsToAlthingiOmbudsman,5,2023-10
draft,CriminalRecord,899,2023-10
draft,DigitalTachographDriversCard,82,2023-10
draft,DrivingLicense,47,2023-10
draft,DrivingLicenseBookUpdateInstructor,148,2023-10
draft,DrivingLicenseDuplicate,77,2023-10
draft,Estate,43,2023-10
draft,EuropeanHealthInsuranceCard,432,2023-10
draft,FinancialAid,104,2023-10
draft,FinancialStatementsInao,7,2023-10
draft,GeneralPetitionService,39,2023-10
draft,HealthInsurance,10,2023-10
draft,InstitutionCollaboration,53,2023-10
draft,LicensePlateRenewal,52,2023-10
draft,LoginService,32,2023-10
draft,MarriageConditions,276,2023-10
draft,MortgageCertificate,3530,2023-10
draft,NoDebtCertificate,831,2023-10
draft,OperatingLicense,107,2023-10
draft,OrderVehicleLicensePlate,1176,2023-10
draft,OrderVehicleRegistrationCertificate,108,2023-10
draft,ParentalLeave,22,2023-10
draft,Passport,1020,2023-10
draft,PSign,161,2023-10
draft,PublicDebtPaymentPlan,146,2023-10
draft,TransferOfVehicleOwnership,5361,2023-10
editOrAddEmployersAndPeriods,ParentalLeave,84,2023-10
employerApproval,ParentalLeave,1,2023-10
employerWaitingToAssign,ParentalLeave,2,2023-10
employerWaitingToAssignForEdits,ParentalLeave,5,2023-10
inFinalReview,AccidentNotification,13,2023-10
inReview,HealthInsurance,137,2023-10
muncipalityNotRegistered,FinancialAid,38,2023-10
noapplicants,EuropeanHealthInsuranceCard,98,2023-10
parentBConfirm,Passport,22,2023-10
payment,ChangeCoOwnerOfVehicle,4,2023-10
payment,ChangeOperatorOfVehicle,6,2023-10
payment,CriminalRecord,200,2023-10
payment,DigitalTachographDriversCard,6,2023-10
payment,DrivingLicense,118,2023-10
payment,DrivingLicenseDuplicate,16,2023-10
payment,LicensePlateRenewal,15,2023-10
payment,MarriageConditions,4,2023-10
payment,MortgageCertificate,18,2023-10
payment,OperatingLicense,2,2023-10
payment,OrderVehicleLicensePlate,24,2023-10
payment,OrderVehicleRegistrationCertificate,5,2023-10
payment,Passport,89,2023-10
payment,TransferOfVehicleOwnership,104,2023-10
payment_info,MortgageCertificate,120,2023-10
pending_rejected_try_again,MortgageCertificate,25,2023-10
prerequisites,AnnouncementOfDeath,177,2023-10
prerequisites,DrivingAssessmentApproval,151,2023-10
prerequisites,DrivingLearnersPermit,1168,2023-10
prerequisites,DrivingLicense,2723,2023-10
prerequisites,Estate,74,2023-10
prerequisites,EuropeanHealthInsuranceCard,3283,2023-10
prerequisites,FinancialAid,379,2023-10
prerequisites,GeneralFishingLicense,67,2023-10
prerequisites,GeneralPetitionService,51,2023-10
prerequisites,HealthInsurance,418,2023-10
prerequisites,ParentalLeave,265,2023-10
prerequisites,PublicDebtPaymentPlan,2008,2023-10
prerequisitesSpouse,FinancialAid,7,2023-10
REGISTRY,DrivingInstructorRegistrations,2986,2023-10
rejected,ChangeOperatorOfVehicle,2,2023-10
rejected,TransferOfVehicleOwnership,9,2023-10
residenceGrantApplication,ParentalLeave,12,2023-10
residenceGrantApplicationNoBirthDate,ParentalLeave,2,2023-10
review,AccidentNotification,18,2023-10
review,ChangeCoOwnerOfVehicle,4,2023-10
review,ChangeOperatorOfVehicle,4,2023-10
review,TransferOfVehicleOwnership,91,2023-10
reviewAddAttachment,AccidentNotification,20,2023-10
spouse,FinancialAid,2,2023-10
spouse_confirm,MarriageConditions,4,2023-10
submitted,ChildrenResidenceChange,1,2023-10
submitted,FinancialAid,545,2023-10
submitted,GeneralFishingLicense,3,2023-10
submitted,LoginService,4,2023-10
submitted,PublicDebtPaymentPlan,150,2023-10
vinnumalastofnunApproval,ParentalLeave,339,2023-10
vinnumalastofnunApproveEdits,ParentalLeave,110,2023-10
approved,DrivingAssessmentApproval,441,2023-11
approved,DrivingLearnersPermit,741,2023-11
approved,InstitutionCollaboration,17,2023-11
completed,AnonymityInVehicleRegistry,162,2023-11
completed,ChangeCoOwnerOfVehicle,83,2023-11
completed,ChangeOperatorOfVehicle,62,2023-11
completed,CriminalRecord,1221,2023-11
completed,DigitalTachographDriversCard,93,2023-11
completed,DrivingLicenseBookUpdateInstructor,42,2023-11
completed,EuropeanHealthInsuranceCard,1634,2023-11
completed,LicensePlateRenewal,13,2023-11
completed,MortgageCertificate,85,2023-11
completed,NoDebtCertificate,228,2023-11
completed,OrderVehicleLicensePlate,57,2023-11
completed,OrderVehicleRegistrationCertificate,37,2023-11
completed,TransferOfVehicleOwnership,2231,2023-11
CONFIRM,DrivingSchoolConfirmation,151,2023-11
declined,DrivingLicense,6,2023-11
declined,DrivingLicenseDuplicate,69,2023-11
declined,EuropeanHealthInsuranceCard,71,2023-11
delegated,AnnouncementOfDeath,6,2023-11
done,AnnouncementOfDeath,88,2023-11
done,DrivingLicense,730,2023-11
done,DrivingLicenseDuplicate,72,2023-11
done,Estate,42,2023-11
done,FinancialStatementsInao,2,2023-11
done,GeneralPetitionService,12,2023-11
done,MarriageConditions,185,2023-11
done,OperatingLicense,44,2023-11
done,Passport,928,2023-11
done,PSign,117,2023-11
DONE,DrivingSchoolConfirmation,200,2023-11
draft,AccidentNotification,52,2023-11
draft,AnnouncementOfDeath,2,2023-11
draft,AnonymityInVehicleRegistry,581,2023-11
draft,ChangeCoOwnerOfVehicle,399,2023-11
draft,ChangeOperatorOfVehicle,998,2023-11
draft,ChildrenResidenceChange,1,2023-11
draft,ComplaintsToAlthingiOmbudsman,3,2023-11
draft,CriminalRecord,857,2023-11
draft,DataProtectionAuthorityComplaint,2,2023-11
draft,DigitalTachographDriversCard,297,2023-11
draft,DrivingLicense,42,2023-11
draft,DrivingLicenseBookUpdateInstructor,62,2023-11
draft,DrivingLicenseDuplicate,68,2023-11
draft,Estate,46,2023-11
draft,EuropeanHealthInsuranceCard,307,2023-11
draft,FinancialAid,28,2023-11
draft,FinancialStatementsInao,2,2023-11
draft,GeneralFishingLicense,3,2023-11
draft,GeneralPetitionService,70,2023-11
draft,HealthInsurance,23,2023-11
draft,InstitutionCollaboration,57,2023-11
draft,LicensePlateRenewal,110,2023-11
draft,LoginService,28,2023-11
draft,MarriageConditions,221,2023-11
draft,MortgageCertificate,3847,2023-11
draft,NoDebtCertificate,1023,2023-11
draft,OperatingLicense,76,2023-11
draft,OrderVehicleLicensePlate,700,2023-11
draft,OrderVehicleRegistrationCertificate,162,2023-11
draft,ParentalLeave,23,2023-11
draft,Passport,838,2023-11
draft,PSign,178,2023-11
draft,PublicDebtPaymentPlan,146,2023-11
draft,TransferOfVehicleOwnership,4949,2023-11
editOrAddEmployersAndPeriods,ParentalLeave,67,2023-11
employerApproveEdits,ParentalLeave,1,2023-11
employerRequiresActionOnEdits,ParentalLeave,1,2023-11
employerWaitingToAssignForEdits,ParentalLeave,6,2023-11
inFinalReview,AccidentNotification,15,2023-11
inReview,HealthInsurance,95,2023-11
muncipalityNotRegistered,FinancialAid,46,2023-11
noapplicants,EuropeanHealthInsuranceCard,88,2023-11
parentBConfirm,Passport,9,2023-11
payment,ChangeCoOwnerOfVehicle,5,2023-11
payment,ChangeOperatorOfVehicle,3,2023-11
payment,CriminalRecord,106,2023-11
payment,DigitalTachographDriversCard,11,2023-11
payment,DrivingLicense,134,2023-11
payment,DrivingLicenseDuplicate,7,2023-11
payment,LicensePlateRenewal,5,2023-11
payment,MarriageConditions,1,2023-11
payment,MortgageCertificate,11,2023-11
payment,OperatingLicense,2,2023-11
payment,OrderVehicleLicensePlate,9,2023-11
payment,OrderVehicleRegistrationCertificate,4,2023-11
payment,Passport,80,2023-11
payment,TransferOfVehicleOwnership,49,2023-11
payment_info,MortgageCertificate,119,2023-11
pending_rejected_try_again,MortgageCertificate,20,2023-11
prerequisites,AnnouncementOfDeath,154,2023-11
prerequisites,DrivingAssessmentApproval,154,2023-11
prerequisites,DrivingLearnersPermit,1106,2023-11
prerequisites,DrivingLicense,2061,2023-11
prerequisites,Estate,56,2023-11
prerequisites,EuropeanHealthInsuranceCard,2679,2023-11
prerequisites,FinancialAid,270,2023-11
prerequisites,GeneralFishingLicense,61,2023-11
prerequisites,GeneralPetitionService,60,2023-11
prerequisites,HealthInsurance,447,2023-11
prerequisites,ParentalLeave,302,2023-11
prerequisites,PublicDebtPaymentPlan,2179,2023-11
prerequisites,SignatureListSigning,1,2023-11
prerequisitesSpouse,FinancialAid,4,2023-11
REGISTRY,DrivingInstructorRegistrations,2869,2023-11
rejected,ChangeOperatorOfVehicle,1,2023-11
rejected,TransferOfVehicleOwnership,14,2023-11
residenceGrantApplication,ParentalLeave,15,2023-11
residenceGrantApplicationNoBirthDate,ParentalLeave,4,2023-11
review,AccidentNotification,23,2023-11
review,ChangeCoOwnerOfVehicle,2,2023-11
review,ChangeOperatorOfVehicle,3,2023-11
review,TransferOfVehicleOwnership,126,2023-11
reviewAddAttachment,AccidentNotification,22,2023-11
spouse,FinancialAid,3,2023-11
submitted,FinancialAid,623,2023-11
submitted,GeneralFishingLicense,5,2023-11
submitted,LoginService,3,2023-11
submitted,PublicDebtPaymentPlan,181,2023-11
vinnumalastofnunApproval,ParentalLeave,401,2023-11
vinnumalastofnunApproveEdits,ParentalLeave,92,2023-11
approved,DrivingAssessmentApproval,319,2023-12
approved,DrivingLearnersPermit,666,2023-12
approved,InstitutionCollaboration,11,2023-12
completed,AnonymityInVehicleRegistry,144,2023-12
completed,ChangeCoOwnerOfVehicle,89,2023-12
completed,ChangeOperatorOfVehicle,78,2023-12
completed,CriminalRecord,892,2023-12
completed,DigitalTachographDriversCard,36,2023-12
completed,DrivingLicenseBookUpdateInstructor,41,2023-12
completed,EuropeanHealthInsuranceCard,1602,2023-12
completed,LicensePlateRenewal,10,2023-12
completed,MortgageCertificate,88,2023-12
completed,NoDebtCertificate,205,2023-12
completed,OrderVehicleLicensePlate,35,2023-12
completed,OrderVehicleRegistrationCertificate,21,2023-12
completed,TransferOfVehicleOwnership,2178,2023-12
CONFIRM,DrivingSchoolConfirmation,100,2023-12
declined,DrivingLicense,8,2023-12
declined,DrivingLicenseDuplicate,43,2023-12
declined,EuropeanHealthInsuranceCard,46,2023-12
delegated,AnnouncementOfDeath,4,2023-12
done,AnnouncementOfDeath,94,2023-12
done,DrivingLicense,608,2023-12
done,DrivingLicenseDuplicate,60,2023-12
done,Estate,27,2023-12
done,FinancialStatementsInao,1,2023-12
done,GeneralPetitionService,9,2023-12
done,MarriageConditions,191,2023-12
done,OperatingLicense,35,2023-12
done,Passport,616,2023-12
done,PSign,108,2023-12
DONE,DrivingSchoolConfirmation,138,2023-12
draft,AccidentNotification,36,2023-12
draft,AnnouncementOfDeath,1,2023-12
draft,AnonymityInVehicleRegistry,634,2023-12
draft,CarRecycling,4,2023-12
draft,ChangeCoOwnerOfVehicle,536,2023-12
draft,ChangeOperatorOfVehicle,1046,2023-12
draft,ComplaintsToAlthingiOmbudsman,24,2023-12
draft,CriminalRecord,706,2023-12
draft,DigitalTachographDriversCard,237,2023-12
draft,DrivingLicense,38,2023-12
draft,DrivingLicenseBookUpdateInstructor,59,2023-12
draft,DrivingLicenseDuplicate,61,2023-12
draft,Estate,45,2023-12
draft,EuropeanHealthInsuranceCard,267,2023-12
draft,FinancialAid,30,2023-12
draft,GeneralFishingLicense,1,2023-12
draft,GeneralPetitionService,36,2023-12
draft,HealthcareLicenseCertificate,2,2023-12
draft,HealthInsurance,19,2023-12
draft,InstitutionCollaboration,50,2023-12
draft,LicensePlateRenewal,188,2023-12
draft,LoginService,12,2023-12
draft,MarriageConditions,173,2023-12
draft,MortgageCertificate,3169,2023-12
draft,NoDebtCertificate,802,2023-12
draft,OldAgePension,2,2023-12
draft,OperatingLicense,69,2023-12
draft,OrderVehicleLicensePlate,733,2023-12
draft,OrderVehicleRegistrationCertificate,134,2023-12
draft,ParentalLeave,6,2023-12
draft,Passport,471,2023-12
draft,PSign,149,2023-12
draft,PublicDebtPaymentPlan,43,2023-12
draft,TransferOfVehicleOwnership,4261,2023-12
editOrAddEmployersAndPeriods,ParentalLeave,60,2023-12
employerWaitingToAssignForEdits,ParentalLeave,3,2023-12
inFinalReview,AccidentNotification,8,2023-12
inReview,HealthInsurance,84,2023-12
muncipalityNotRegistered,FinancialAid,31,2023-12
noapplicants,EuropeanHealthInsuranceCard,60,2023-12
otherParentApproval,ParentalLeave,2,2023-12
parentBConfirm,Passport,5,2023-12
payment,ChangeCoOwnerOfVehicle,2,2023-12
payment,ChangeOperatorOfVehicle,3,2023-12
payment,CriminalRecord,72,2023-12
payment,DigitalTachographDriversCard,9,2023-12
payment,DrivingLicense,44,2023-12
payment,DrivingLicenseDuplicate,8,2023-12
payment,LicensePlateRenewal,5,2023-12
payment,MarriageConditions,1,2023-12
payment,MortgageCertificate,6,2023-12
payment,OperatingLicense,4,2023-12
payment,OrderVehicleLicensePlate,5,2023-12
payment,OrderVehicleRegistrationCertificate,2,2023-12
payment,Passport,36,2023-12
payment,TransferOfVehicleOwnership,54,2023-12
payment_info,MortgageCertificate,101,2023-12
pending_rejected_try_again,MortgageCertificate,15,2023-12
prerequisites,AnnouncementOfDeath,199,2023-12
prerequisites,CarRecycling,12,2023-12
prerequisites,Citizenship,2,2023-12
prerequisites,DrivingAssessmentApproval,161,2023-12
prerequisites,DrivingLearnersPermit,862,2023-12
prerequisites,DrivingLicense,1194,2023-12
prerequisites,EnergyFunds,4,2023-12
prerequisites,Estate,23,2023-12
prerequisites,EuropeanHealthInsuranceCard,1791,2023-12
prerequisites,FinancialAid,339,2023-12
prerequisites,GeneralFishingLicense,23,2023-12
prerequisites,GeneralPetitionService,42,2023-12
prerequisites,HealthcareLicenseCertificate,22,2023-12
prerequisites,HealthInsurance,412,2023-12
prerequisites,OldAgePension,12,2023-12
prerequisites,ParentalLeave,218,2023-12
prerequisites,PublicDebtPaymentPlan,893,2023-12
prerequisitesSpouse,FinancialAid,7,2023-12
REGISTRY,DrivingInstructorRegistrations,2296,2023-12
rejected,ChangeCoOwnerOfVehicle,1,2023-12
rejected,ChangeOperatorOfVehicle,3,2023-12
rejected,TransferOfVehicleOwnership,9,2023-12
residenceGrantApplication,ParentalLeave,15,2023-12
residenceGrantApplicationNoBirthDate,ParentalLeave,7,2023-12
review,AccidentNotification,9,2023-12
review,ChangeCoOwnerOfVehicle,3,2023-12
review,ChangeOperatorOfVehicle,9,2023-12
review,TransferOfVehicleOwnership,124,2023-12
reviewAddAttachment,AccidentNotification,20,2023-12
spouse,FinancialAid,1,2023-12
spouse_confirm,MarriageConditions,1,2023-12
submitted,CarRecycling,18,2023-12
submitted,FinancialAid,628,2023-12
submitted,GeneralFishingLicense,3,2023-12
submitted,LoginService,4,2023-12
submitted,PublicDebtPaymentPlan,72,2023-12
tryggingastofnunSubmitted,OldAgePension,2,2023-12
vinnumalastofnunApproval,ParentalLeave,304,2023-12
vinnumalastofnunApproveEdits,ParentalLeave,75,2023-12
approved,DrivingAssessmentApproval,460,2024-01
approved,DrivingLearnersPermit,699,2024-01
approved,InstitutionCollaboration,21,2024-01
approved,ParentalLeave,1,2024-01
completed,AnonymityInVehicleRegistry,385,2024-01
completed,ChangeCoOwnerOfVehicle,88,2024-01
completed,ChangeMachineSupervisor,1,2024-01
completed,ChangeOperatorOfVehicle,74,2024-01
completed,CriminalRecord,1229,2024-01
completed,DigitalTachographDriversCard,83,2024-01
completed,DrivingLicenseBookUpdateInstructor,59,2024-01
completed,EnergyFunds,25,2024-01
completed,EuropeanHealthInsuranceCard,2670,2024-01
completed,HealthcareLicenseCertificate,22,2024-01
completed,LicensePlateRenewal,15,2024-01
completed,MortgageCertificate,109,2024-01
completed,NoDebtCertificate,194,2024-01
completed,OrderVehicleLicensePlate,67,2024-01
completed,OrderVehicleRegistrationCertificate,39,2024-01
completed,TransferOfVehicleOwnership,2031,2024-01
CONFIRM,DrivingSchoolConfirmation,136,2024-01
declined,DrivingLicense,6,2024-01
declined,DrivingLicenseDuplicate,77,2024-01
declined,EuropeanHealthInsuranceCard,67,2024-01
delegated,AnnouncementOfDeath,6,2024-01
done,AnnouncementOfDeath,151,2024-01
done,DrivingLicense,866,2024-01
done,DrivingLicenseDuplicate,53,2024-01
done,Estate,107,2024-01
done,GeneralPetitionService,18,2024-01
done,MarriageConditions,166,2024-01
done,OperatingLicense,37,2024-01
done,Passport,1719,2024-01
done,PSign,149,2024-01
DONE,DrivingSchoolConfirmation,227,2024-01
draft,AccidentNotification,61,2024-01
draft,AnnouncementOfDeath,2,2024-01
draft,AnonymityInVehicleRegistry,1703,2024-01
draft,CarRecycling,24,2024-01
draft,ChangeCoOwnerOfVehicle,1203,2024-01
draft,ChangeMachineSupervisor,3,2024-01
draft,ChangeOperatorOfVehicle,1788,2024-01
draft,ChildrenResidenceChange,1,2024-01
draft,ChildrenResidenceChangeV2,8,2024-01
draft,ComplaintsToAlthingiOmbudsman,2,2024-01
draft,CriminalRecord,766,2024-01
draft,DigitalTachographDriversCard,305,2024-01
draft,DrivingLicense,56,2024-01
draft,DrivingLicenseBookUpdateInstructor,141,2024-01
draft,DrivingLicenseDuplicate,72,2024-01
draft,EnergyFunds,48,2024-01
draft,Estate,111,2024-01
draft,EuropeanHealthInsuranceCard,483,2024-01
draft,FinancialAid,28,2024-01
draft,FinancialStatementsInao,8,2024-01
draft,GeneralFishingLicense,11,2024-01
draft,GeneralPetitionService,97,2024-01
draft,HealthcareLicenseCertificate,10,2024-01
draft,HealthInsurance,18,2024-01
draft,InstitutionCollaboration,28,2024-01
draft,LicensePlateRenewal,284,2024-01
draft,LoginService,16,2024-01
draft,MarriageConditions,243,2024-01
draft,MortgageCertificate,4851,2024-01
draft,NoDebtCertificate,1071,2024-01
draft,OldAgePension,1,2024-01
draft,OperatingLicense,117,2024-01
draft,OrderVehicleLicensePlate,1285,2024-01
draft,OrderVehicleRegistrationCertificate,163,2024-01
draft,ParentalLeave,22,2024-01
draft,Passport,976,2024-01
draft,PSign,168,2024-01
draft,PublicDebtPaymentPlan,124,2024-01
draft,TransferOfMachineOwnership,7,2024-01
draft,TransferOfVehicleOwnership,10263,2024-01
editOrAddEmployersAndPeriods,ParentalLeave,89,2024-01
employerApproval,ParentalLeave,1,2024-01
employerApproveEdits,ParentalLeave,4,2024-01
employerWaitingToAssign,ParentalLeave,4,2024-01
employerWaitingToAssignForEdits,ParentalLeave,14,2024-01
inFinalReview,AccidentNotification,7,2024-01
inReview,ChildrenResidenceChangeV2,1,2024-01
inReview,HealthInsurance,110,2024-01
muncipalityNotRegistered,FinancialAid,48,2024-01
noapplicants,EuropeanHealthInsuranceCard,85,2024-01
otherParentApproval,ParentalLeave,3,2024-01
parentBConfirm,Passport,13,2024-01
payment,ChangeCoOwnerOfVehicle,3,2024-01
payment,ChangeOperatorOfVehicle,5,2024-01
payment,CriminalRecord,136,2024-01
payment,DigitalTachographDriversCard,10,2024-01
payment,DrivingLicense,83,2024-01
payment,DrivingLicenseDuplicate,10,2024-01
payment,HealthcareLicenseCertificate,2,2024-01
payment,LicensePlateRenewal,5,2024-01
payment,MarriageConditions,2,2024-01
payment,MortgageCertificate,5,2024-01
payment,OperatingLicense,2,2024-01
payment,OrderVehicleLicensePlate,6,2024-01
payment,OrderVehicleRegistrationCertificate,3,2024-01
payment,Passport,116,2024-01
payment,TransferOfVehicleOwnership,40,2024-01
payment_info,MortgageCertificate,176,2024-01
pending_rejected,MortgageCertificate,1,2024-01
pending_rejected_try_again,MortgageCertificate,31,2024-01
prerequisites,AdditionalSupportForTheElderly,3,2024-01
prerequisites,AnnouncementOfDeath,324,2024-01
prerequisites,CarRecycling,137,2024-01
prerequisites,ChangeMachineSupervisor,5,2024-01
prerequisites,ChildrenResidenceChangeV2,55,2024-01
prerequisites,DrivingAssessmentApproval,145,2024-01
prerequisites,DrivingLearnersPermit,1037,2024-01
prerequisites,DrivingLicense,1859,2024-01
prerequisites,EnergyFunds,1026,2024-01
prerequisites,Estate,299,2024-01
prerequisites,EuropeanHealthInsuranceCard,2412,2024-01
prerequisites,FinancialAid,486,2024-01
prerequisites,GeneralFishingLicense,117,2024-01
prerequisites,GeneralPetitionService,119,2024-01
prerequisites,HealthcareLicenseCertificate,18,2024-01
prerequisites,HealthInsurance,474,2024-01
prerequisites,HouseholdSupplement,6,2024-01
prerequisites,OldAgePension,8,2024-01
prerequisites,ParentalLeave,409,2024-01
prerequisites,PensionSupplement,4,2024-01
prerequisites,PublicDebtPaymentPlan,1589,2024-01
prerequisites,TransferOfMachineOwnership,12,2024-01
prerequisitesSpouse,FinancialAid,8,2024-01
REGISTRY,DrivingInstructorRegistrations,2658,2024-01
rejected,ChangeCoOwnerOfVehicle,1,2024-01
rejected,ChangeOperatorOfVehicle,2,2024-01
rejected,TransferOfVehicleOwnership,8,2024-01
rejectedbyparentb,ChildrenResidenceChangeV2,2,2024-01
residenceGrantApplication,ParentalLeave,14,2024-01
residenceGrantApplicationNoBirthDate,ParentalLeave,8,2024-01
review,AccidentNotification,26,2024-01
review,ChangeCoOwnerOfVehicle,8,2024-01
review,ChangeOperatorOfVehicle,9,2024-01
review,TransferOfVehicleOwnership,113,2024-01
reviewAddAttachment,AccidentNotification,33,2024-01
spouse_confirm,MarriageConditions,2,2024-01
submitted,CarRecycling,85,2024-01
submitted,FinancialAid,664,2024-01
submitted,GeneralFishingLicense,7,2024-01
submitted,LoginService,8,2024-01
submitted,PublicDebtPaymentPlan,123,2024-01
tryggingastofnunSubmitted,AdditionalSupportForTheElderly,1,2024-01
tryggingastofnunSubmitted,OldAgePension,4,2024-01
tryggingastofnunSubmitted,PensionSupplement,1,2024-01
vinnumalastofnunApproval,ParentalLeave,550,2024-01
vinnumalastofnunApproveEdits,ParentalLeave,112,2024-01
waitingfororganization,ChildrenResidenceChangeV2,8,2024-01
approved,DrivingAssessmentApproval,376,2024-02
approved,DrivingLearnersPermit,809,2024-02
approved,InstitutionCollaboration,13,2024-02
approved,ParentalLeave,1,2024-02
completed,AnonymityInVehicleRegistry,160,2024-02
completed,ChangeCoOwnerOfVehicle,104,2024-02
completed,ChangeOperatorOfVehicle,80,2024-02
completed,CriminalRecord,1389,2024-02
completed,DigitalTachographDriversCard,59,2024-02
completed,DrivingLicenseBookUpdateInstructor,41,2024-02
completed,EnergyFunds,70,2024-02
completed,EuropeanHealthInsuranceCard,2799,2024-02
completed,HealthcareLicenseCertificate,22,2024-02
completed,LicensePlateRenewal,18,2024-02
completed,MortgageCertificate,135,2024-02
completed,NoDebtCertificate,238,2024-02
completed,OrderVehicleLicensePlate,63,2024-02
completed,OrderVehicleRegistrationCertificate,18,2024-02
completed,TransferOfMachineOwnership,2,2024-02
completed,TransferOfVehicleOwnership,2284,2024-02
CONFIRM,DrivingSchoolConfirmation,101,2024-02
declined,DrivingLicense,13,2024-02
declined,DrivingLicenseDuplicate,97,2024-02
declined,EuropeanHealthInsuranceCard,53,2024-02
delegated,AnnouncementOfDeath,8,2024-02
done,AnnouncementOfDeath,115,2024-02
done,DrivingLicense,781,2024-02
done,DrivingLicenseDuplicate,79,2024-02
done,Estate,144,2024-02
done,FinancialStatementsInao,1,2024-02
done,GeneralPetitionService,14,2024-02
done,MarriageConditions,173,2024-02
done,OperatingLicense,65,2024-02
done,Passport,2810,2024-02
done,PSign,147,2024-02
done,SignatureListCreation,19,2024-02
done,SignatureListSigning,67,2024-02
DONE,DrivingSchoolConfirmation,107,2024-02
draft,AccidentNotification,55,2024-02
draft,AnnouncementOfDeath,4,2024-02
draft,AnonymityInVehicleRegistry,578,2024-02
draft,CarRecycling,47,2024-02
draft,ChangeCoOwnerOfVehicle,860,2024-02
draft,ChangeMachineSupervisor,1,2024-02
draft,ChangeOperatorOfVehicle,1218,2024-02
draft,ChildrenResidenceChangeV2,18,2024-02
draft,ComplaintsToAlthingiOmbudsman,1,2024-02
draft,CriminalRecord,801,2024-02
draft,DigitalTachographDriversCard,377,2024-02
draft,DrivingLicense,42,2024-02
draft,DrivingLicenseBookUpdateInstructor,130,2024-02
draft,DrivingLicenseDuplicate,76,2024-02
draft,EnergyFunds,9,2024-02
draft,Estate,53,2024-02
draft,EuropeanHealthInsuranceCard,468,2024-02
draft,FinancialAid,25,2024-02
draft,FinancialStatementsInao,5,2024-02
draft,GeneralFishingLicense,18,2024-02
draft,GeneralPetitionService,47,2024-02
draft,HealthcareLicenseCertificate,4,2024-02
draft,HealthInsurance,18,2024-02
draft,HomeSupport,3,2024-02
draft,InstitutionCollaboration,28,2024-02
draft,LicensePlateRenewal,109,2024-02
draft,LoginService,14,2024-02
draft,MarriageConditions,210,2024-02
draft,MortgageCertificate,4331,2024-02
draft,NoDebtCertificate,978,2024-02
draft,OperatingLicense,125,2024-02
draft,OrderVehicleLicensePlate,792,2024-02
draft,OrderVehicleRegistrationCertificate,272,2024-02
draft,ParentalLeave,23,2024-02
draft,Passport,1194,2024-02
draft,PSign,208,2024-02
draft,PublicDebtPaymentPlan,72,2024-02
draft,SignatureListSigning,5,2024-02
draft,TransferOfMachineOwnership,6,2024-02
draft,TransferOfVehicleOwnership,6106,2024-02
editOrAddEmployersAndPeriods,ParentalLeave,66,2024-02
employerApproval,ParentalLeave,1,2024-02
employerApproveEdits,ParentalLeave,3,2024-02
employerWaitingToAssign,ParentalLeave,5,2024-02
employerWaitingToAssignForEdits,ParentalLeave,7,2024-02
inFinalReview,AccidentNotification,7,2024-02
inReview,ChildrenResidenceChangeV2,2,2024-02
inReview,HealthInsurance,81,2024-02
muncipalityNotRegistered,FinancialAid,47,2024-02
noapplicants,EuropeanHealthInsuranceCard,83,2024-02
notEligible,HomeSupport,2,2024-02
otherParentApproval,ParentalLeave,3,2024-02
parentBConfirm,Passport,44,2024-02
payment,ChangeCoOwnerOfVehicle,2,2024-02
payment,ChangeOperatorOfVehicle,4,2024-02
payment,CriminalRecord,93,2024-02
payment,DigitalTachographDriversCard,10,2024-02
payment,DrivingLicense,70,2024-02
payment,DrivingLicenseDuplicate,10,2024-02
payment,GeneralFishingLicense,9,2024-02
payment,HealthcareLicenseCertificate,1,2024-02
payment,LicensePlateRenewal,6,2024-02
payment,MarriageConditions,3,2024-02
payment,MortgageCertificate,17,2024-02
payment,OperatingLicense,2,2024-02
payment,OrderVehicleLicensePlate,11,2024-02
payment,OrderVehicleRegistrationCertificate,2,2024-02
payment,Passport,166,2024-02
payment,TransferOfVehicleOwnership,37,2024-02
payment_info,MortgageCertificate,139,2024-02
pending_rejected,MortgageCertificate,1,2024-02
pending_rejected_try_again,MortgageCertificate,23,2024-02
prerequisites,AdditionalSupportForTheElderly,10,2024-02
prerequisites,AnnouncementOfDeath,184,2024-02
prerequisites,CarRecycling,304,2024-02
prerequisites,ChildrenResidenceChangeV2,43,2024-02
prerequisites,DrivingAssessmentApproval,112,2024-02
prerequisites,DrivingLearnersPermit,961,2024-02
prerequisites,DrivingLicense,1857,2024-02
prerequisites,EnergyFunds,699,2024-02
prerequisites,Estate,291,2024-02
prerequisites,EuropeanHealthInsuranceCard,2657,2024-02
prerequisites,FinancialAid,393,2024-02
prerequisites,GeneralFishingLicense,36,2024-02
